361,727.4467835
362,727.4393625
363,727.4325914
364,727.4264114
365,727.4207702
366,727.4156207
367,727.4109191
368,727.4066276
369,727.40271
370,727.3991352
371,727.3958728
372,727.3928954
373,727.3901776
374,727.3876972
375,727.3854328
376,727.3833657
377,727.3814793
378,727.3797565
379,727.3781849
380,727.3767499
381,727.3754403
382,727.3742454
383,727.3731544
384,727.3721592
385,727.3712505
386,727.3704212
387,727.3696648
388,727.3689748
389,727.3683452
390,727.3677703
391,727.3672465
392,727.3667684
393,727.3663312
394,727.3659327
395,727.3655689
396,727.3652361
397,727.3649324
398,727.3646552
399,727.3644019
400,727.3641707
401,727.3639597
402,727.3637671
403,727.3635914
404,727.3634312
405,727.363285
406,727.3631514
407,727.3630298
408,727.3629193
409,727.3628185
410,727.3627264
411,727.3626418
412,727.3625648
413,727.3624951
414,727.3624315
415,727.3623731
416,727.3623192
417,727.3622701
418,727.3622256
419,727.3621849
420,727.3621475
421,727.3621131
422,727.3620817
423,727.3620531
424,727.362027
425,727.3620031
426,727.3619813
427,727.3619615
428,727.3619433
429,727.3619268
430,727.3619117
431,727.3618982
432,727.3618865
433,727.3618761
434,727.3618669
435,727.3618587
436,727.3618512
437,727.3618441
438,727.3618374
439,727.3618306
440,727.3618241
441,727.3618187
442,727.3618142
443,727.3618103
444,727.3618068
445,727.3618034
446,727.3617999
447,727.361796
448,727.3617922
449,727.3617889
450,727.3617858
451,727.361783
452,727.3617804
453,727.3617778
454,727.3617752
455,727.3617726
456,727.3617702
457,727.361768
458,727.361766
459,727.3617642
460,727.3617628
461,727.3617616
462,727.3617609
463,727.3617602
464,727.3617595
465,727.3617589
466,727.3617585
467,727.3617581
468,727.3617578
469,727.3617577
470,727.3617578
471,727.361758
472,727.3617582
473,727.3617585
474,727.3617586
475,727.3617585
476,727.3617582
477,727.3617578
478,727.3617576
479,727.3617576
480,727.3617574
481,345.369188
482,187.8280401
483,122.1898076
484,94.14332808
485,81.49547156
486,75.21466051
487,71.64798176
488,69.32479923
489,67.64833412
490,66.365741
491,65.35776617
492,64.55767416
493,63.92099823
494,63.41448367
495,63.01190953
496,62.69225139
497,62.43861754
498,62.23747487
499,62.07801443
500,61.95162703
501,61.85146808
502,61.77210161
503,61.7092152
504,61.65938934
505,61.61991267
506,61.59120435
507,61.60911557
508,61.74712012
509,62.06505198
510,62.59795336
511,63.36448698
512,64.37457477
513,65.63354167
514,67.1440903
515,68.90725618
516,70.92291018
517,73.19003787
518,75.70689619
519,78.4710913
520,81.47959763
521,84.7287468
522,88.21419286
523,91.93087008
524,95.87294674
525,100.0337828
526,104.4059082
527,108.9809942
528,113.7498518
529,118.7024421
530,123.8278969
531,129.1145448
532,134.5499641
533,140.1210344
534,145.8139871
535,151.6144818
536,157.5076666
537,163.478256
538,169.5105966
539,175.588745
540,181.6965347
541,187.8176439
542,193.9356678
543,200.034174
544,206.0967726
545,212.1071669
546,218.0492124
547,223.9069669
548,229.6647397
549,235.3071363
550,240.8191077
551,246.1859839
552,251.3935142
553,256.4279094
554,261.2758692
555,265.9246187
556,270.3619372
557,274.5761876
558,278.556343
559,282.2920124
560,285.7734637
561,288.9916459
562,291.9382096
563,294.6055251
564,296.9866993
565,299.0755907
566,300.8668229
567,302.355796
568,303.5386962
569,304.4125043
570,304.9750015
571,305.2247735
572,305.1612129
573,304.7845199
574,304.0957001
575,303.0965623
576,301.789712
577,300.1785453
578,298.2672394
579,296.0607418
580,293.564757
581,290.7857323
582,287.7308417
583,284.407967
584,280.8256786
585,276.9932137
586,272.9204534
587,268.6178974
588,264.0966381
589,259.3683329
590,254.4451756
591,249.3398652
592,244.0655751
593,238.6359202
594,233.0649234
595,227.3669791
596,221.5568218
597,215.6494806
598,209.6602567
599,203.6046685
600,197.4984279
601,191.3573882
602,185.1975153
603,179.034843
604,172.8854304
605,166.7653249
606,160.6905192
607,154.6769102
608,148.7402572
609,142.8961391
610,137.1599118
611,131.546664
612,126.0711736
613,120.7478604
614,115.5907408
615,110.6133787
616,105.8288339
617,101.2496118
618,96.88760758
619,92.75404989
620,88.85944156
621,85.21350199
622,81.82510566
623,78.70222304
624,75.85187042
625,73.28005513
626,70.99174781
627,68.99085397
628,67.2802157
629,65.86162431
630,64.73587695
631,63.90002095
632,63.31312259
633,62.89664227
634,62.58857025
635,62.35259606
636,62.1682321
637,62.02288272
638,61.9078892
639,61.81680553
640,61.74463827
641,61.68745659
642,61.64215027
643,61.60625447
644,61.5778135
645,61.55528192
646,61.53743048
647,61.52328723
648,61.51208219
649,61.50320517
650,61.49617163
651,61.49059995
652,61.48618721
653,61.48268899
654,61.47991836
655,61.47772335
656,61.4759844
657,61.4746066
658,61.4735149
659,61.47265034
660,61.47196552
661,107.9607427
662,150.8232766
663,191.4953423
664,230.7330949
665,268.5141982
666,304.5264937
667,338.4966158
668,370.2771576
669,399.8308603
